areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-07-03,48772.0,2294.0,541.0
E92000001,England,nation,2020-07-02,48727.0,2410.0,564.0
E92000001,England,nation,2020-07-01,48672.0,2509.0,616.0
E92000001,England,nation,2020-06-30,48628.0,2665.0,572.0
E92000001,England,nation,2020-06-29,48557.0,3024.0,667.0
E92000001,England,nation,2020-06-28,48494.0,2818.0,410.0
E92000001,England,nation,2020-06-27,48432.0,2819.0,504.0
E92000001,England,nation,2020-06-26,48371.0,2859.0,640.0
E92000001,England,nation,2020-06-25,48301.0,3066.0,637.0
E92000001,England,nation,2020-06-24,48204.0,3223.0,726.0
E92000001,England,nation,2020-06-23,48111.0,3288.0,729.0
E92000001,England,nation,2020-06-22,48022.0,3417.0,814.0
E92000001,England,nation,2020-06-21,47948.0,3373.0,549.0
E92000001,England,nation,2020-06-20,47881.0,3423.0,628.0
E92000001,England,nation,2020-06-19,47805.0,3575.0,821.0
E92000001,England,nation,2020-06-18,47729.0,3681.0,943.0
E92000001,England,nation,2020-06-17,47650.0,3826.0,910.0
E92000001,England,nation,2020-06-16,47559.0,3934.0,993.0
E92000001,England,nation,2020-06-15,47456.0,3920.0,936.0
E92000001,England,nation,2020-06-14,47364.0,3973.0,744.0
E92000001,England,nation,2020-06-13,47245.0,4000.0,788.0
E92000001,England,nation,2020-06-12,47160.0,4136.0,942.0
E92000001,England,nation,2020-06-11,47038.0,4179.0,911.0
E92000001,England,nation,2020-06-10,46930.0,4447.0,1078.0
E92000001,England,nation,2020-06-09,46788.0,4665.0,1054.0
E92000001,England,nation,2020-06-08,46661.0,4830.0,989.0
E92000001,England,nation,2020-06-07,46519.0,4820.0,666.0
E92000001,England,nation,2020-06-06,46382.0,5004.0,727.0
E92000001,England,nation,2020-06-05,46253.0,5213.0,1022.0
E92000001,England,nation,2020-06-04,46093.0,5398.0,1145.0
E92000001,England,nation,2020-06-03,45930.0,5600.0,1238.0
E92000001,England,nation,2020-06-02,45751.0,5827.0,1348.0
E92000001,England,nation,2020-06-01,45547.0,5954.0,1312.0
E92000001,England,nation,2020-05-31,45368.0,5933.0,988.0
E92000001,England,nation,2020-05-30,45193.0,5972.0,996.0
E92000001,England,nation,2020-05-29,45005.0,6250.0,1371.0
E92000001,England,nation,2020-05-28,44789.0,6528.0,1572.0
E92000001,England,nation,2020-05-27,44548.0,6836.0,1609.0
E92000001,England,nation,2020-05-26,44315.0,7305.0,1451.0
E92000001,England,nation,2020-05-25,44055.0,7448.0,1376.0
E92000001,England,nation,2020-05-24,43815.0,7415.0,1200.0
E92000001,England,nation,2020-05-23,43581.0,7428.0,1301.0
E92000001,England,nation,2020-05-22,43326.0,7761.0,1792.0
E92000001,England,nation,2020-05-21,43070.0,7903.0,2266.0
E92000001,England,nation,2020-05-20,42784.0,8115.0,2342.0
E92000001,England,nation,2020-05-19,42481.0,8518.0,2581.0
E92000001,England,nation,2020-05-18,42165.0,8668.0,2207.0
E92000001,England,nation,2020-05-17,41821.0,8611.0,1588.0
E92000001,England,nation,2020-05-16,41505.0,8643.0,1768.0
E92000001,England,nation,2020-05-15,41154.0,9079.0,2129.0
E92000001,England,nation,2020-05-14,40795.0,9231.0,2208.0
E92000001,England,nation,2020-05-13,40422.0,9602.0,2884.0
E92000001,England,nation,2020-05-12,40049.0,9791.0,2918.0
E92000001,England,nation,2020-05-11,39669.0,10109.0,3056.0
E92000001,England,nation,2020-05-10,39314.0,9893.0,2001.0
E92000001,England,nation,2020-05-09,38891.0,10176.0,1793.0
E92000001,England,nation,2020-05-08,38428.0,10249.0,2619.0
E92000001,England,nation,2020-05-07,37946.0,10726.0,3203.0
E92000001,England,nation,2020-05-06,37411.0,11227.0,3259.0
E92000001,England,nation,2020-05-05,36887.0,11754.0,3135.0
E92000001,England,nation,2020-05-04,36350.0,12020.0,2842.0
E92000001,England,nation,2020-05-03,35788.0,12119.0,2632.0
E92000001,England,nation,2020-05-02,35232.0,12314.0,2742.0
E92000001,England,nation,2020-05-01,34642.0,12623.0,4084.0
E92000001,England,nation,2020-04-30,33981.0,12922.0,4304.0
E92000001,England,nation,2020-04-29,33321.0,13224.0,4724.0
E92000001,England,nation,2020-04-28,32622.0,13565.0,4105.0
E92000001,England,nation,2020-04-27,31921.0,14255.0,4022.0
E92000001,England,nation,2020-04-26,31197.0,14174.0,3133.0
E92000001,England,nation,2020-04-25,30434.0,14202.0,3369.0
E92000001,England,nation,2020-04-24,29663.0,14642.0,4345.0
E92000001,England,nation,2020-04-23,28789.0,15402.0,4556.0
E92000001,England,nation,2020-04-22,27896.0,16018.0,4796.0
E92000001,England,nation,2020-04-21,26957.0,16517.0,3976.0
E92000001,England,nation,2020-04-20,26041.0,16654.0,3671.0
E92000001,England,nation,2020-04-19,25049.0,16928.0,3468.0
E92000001,England,nation,2020-04-18,24082.0,16850.0,4102.0
E92000001,England,nation,2020-04-17,23052.0,16728.0,4060.0
E92000001,England,nation,2020-04-16,21945.0,17783.0,4344.0
E92000001,England,nation,2020-04-15,20798.0,17934.0,4215.0
E92000001,England,nation,2020-04-14,19698.0,18552.0,3538.0
E92000001,England,nation,2020-04-13,18618.0,18621.0,3427.0
E92000001,England,nation,2020-04-12,17542.0,18974.0,2937.0
E92000001,England,nation,2020-04-11,16334.0,18604.0,3058.0
E92000001,England,nation,2020-04-10,15131.0,18669.0,3579.0
E92000001,England,nation,2020-04-09,13968.0,18423.0,4053.0
E92000001,England,nation,2020-04-08,12791.0,18152.0,4285.0
E92000001,England,nation,2020-04-07,11505.0,17814.0,4563.0
E92000001,England,nation,2020-04-06,10360.0,17154.0,4366.0
E92000001,England,nation,2020-04-05,9335.0,16657.0,3074.0
E92000001,England,nation,2020-04-04,8272.0,15469.0,3376.0
E92000001,England,nation,2020-04-03,7249.0,13635.0,4079.0
E92000001,England,nation,2020-04-02,6322.0,12135.0,4062.0
E92000001,England,nation,2020-04-01,5430.0,12059.0,4117.0
E92000001,England,nation,2020-03-31,4604.0,11154.0,3780.0
E92000001,England,nation,2020-03-30,3863.0,9852.0,3514.0
E92000001,England,nation,2020-03-29,3232.0,8424.0,2435.0
E92000001,England,nation,2020-03-28,2701.0,7269.0,2368.0
E92000001,England,nation,2020-03-27,2252.0,6462.0,2649.0
E92000001,England,nation,2020-03-26,1836.0,5226.0,2604.0
E92000001,England,nation,2020-03-25,1466.0,4402.0,2258.0
E92000001,England,nation,2020-03-24,1167.0,3598.0,2026.0
E92000001,England,nation,2020-03-23,930.0,3183.0,2010.0
E92000001,England,nation,2020-03-22,742.0,2670.0,1206.0
E92000001,England,nation,2020-03-21,570.0,2152.0,1027.0
E92000001,England,nation,2020-03-20,444.0,1580.0,1084.0
E92000001,England,nation,2020-03-19,335.0,,927.0
E92000001,England,nation,2020-03-18,264.0,,908.0
E92000001,England,nation,2020-03-17,198.0,,680.0
E92000001,England,nation,2020-03-16,144.0,,543.0
E92000001,England,nation,2020-03-15,100.0,,396.0
E92000001,England,nation,2020-03-14,72.0,,315.0
E92000001,England,nation,2020-03-13,53.0,,392.0
E92000001,England,nation,2020-03-12,37.0,,415.0
E92000001,England,nation,2020-03-11,26.0,,351.0
E92000001,England,nation,2020-03-10,19.0,,228.0
E92000001,England,nation,2020-03-09,16.0,,125.0
E92000001,England,nation,2020-03-08,11.0,,50.0
E92000001,England,nation,2020-03-07,9.0,,55.0
E92000001,England,nation,2020-03-06,9.0,,73.0
E92000001,England,nation,2020-03-05,7.0,,46.0
E92000001,England,nation,2020-03-04,5.0,,49.0
E92000001,England,nation,2020-03-03,4.0,,54.0
E92000001,England,nation,2020-03-02,4.0,,38.0
E92000001,England,nation,2020-03-01,3.0,,20.0
E92000001,England,nation,2020-02-29,3.0,,5.0
E92000001,England,nation,2020-02-28,3.0,,11.0
E92000001,England,nation,2020-02-27,3.0,,7.0
E92000001,England,nation,2020-02-26,3.0,,4.0
E92000001,England,nation,2020-02-25,3.0,,5.0
E92000001,England,nation,2020-02-24,3.0,,2.0
E92000001,England,nation,2020-02-23,3.0,,1.0
E92000001,England,nation,2020-02-22,3.0,,0.0
E92000001,England,nation,2020-02-21,2.0,,1.0
E92000001,England,nation,2020-02-20,2.0,,0.0
E92000001,England,nation,2020-02-19,2.0,,0.0
E92000001,England,nation,2020-02-18,2.0,,0.0
E92000001,England,nation,2020-02-17,2.0,,0.0
E92000001,England,nation,2020-02-16,2.0,,0.0
E92000001,England,nation,2020-02-15,2.0,,0.0
E92000001,England,nation,2020-02-14,2.0,,0.0
E92000001,England,nation,2020-02-13,2.0,,0.0
E92000001,England,nation,2020-02-12,2.0,,0.0
E92000001,England,nation,2020-02-11,2.0,,1.0
E92000001,England,nation,2020-02-10,2.0,,0.0
E92000001,England,nation,2020-02-09,2.0,,1.0
E92000001,England,nation,2020-02-08,2.0,,4.0
E92000001,England,nation,2020-02-07,2.0,,0.0
E92000001,England,nation,2020-02-06,2.0,,0.0
E92000001,England,nation,2020-02-05,2.0,,1.0
E92000001,England,nation,2020-02-04,2.0,,0.0
E92000001,England,nation,2020-02-03,2.0,,0.0
E92000001,England,nation,2020-02-02,2.0,,0.0
E92000001,England,nation,2020-02-01,1.0,,0.0
E92000001,England,nation,2020-01-31,1.0,,0.0
E92000001,England,nation,2020-01-30,1.0,,2.0
